Matrix Key,Area,Asset,Canonical ID,Repository Filename,Media Type,Batch,Evidence Strength,Inclusion,Story Role,Narrative Story,Primary Narrative Section,Proposed Report Use,Qualification / Caution,Inspector Review,Inspector Note
W10-REF-002,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-002,W10-REF-002.jpg,Photo,D,Direct,E,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Hero evidence of coarse/mixed product occupying a substantial portion of the confined tunnel access route.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,ACCEPTED,
W10-REF-003,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-003,W10-REF-003.jpg,Photo,D,Direct,S,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-004,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-004,W10-REF-004.jpg,Photo,D,Direct,S,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-005,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-005,W10-REF-005.jpg,Photo,D,Direct,S,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-006,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-006,W10-REF-006.jpg,Photo,D,Direct / Supporting,E,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP; EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Shows product distributed below the conveyor around components while also explaining the restricted-access geometry.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,ACCEPTED,
W10-REF-007,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-007,W10-REF-007.jpg,Photo,D,Supporting,S,MECHANISM; SUPPORTING CARRYBACK CONTEXT,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-008,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-008,W10-REF-008.jpg,Photo,D,Direct,S,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-009,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-009,W10-REF-009.jpg,Photo,D,Direct,S,DEFECT / CONDITION; REMEDIAL-CONCEPT CONTEXT,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Close evidence of coarse product immediately beside conveyor support steel; useful when discussing local lateral-containment feasibility.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-010,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-010,W10-REF-010.jpg,Photo,D,Direct / Context,E,TOPOLOGY / ORIENTATION; CONSEQUENCE,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,"Long tunnel view establishing confined topology, restricted access and why escaped product has disproportionate consequence.",Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,ACCEPTED,
W10-REF-011,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-011,W10-REF-011.jpg,Photo,D,Supporting / Context,S,OPERATING CONTEXT; TOPOLOGY / ORIENTATION; MECHANISM,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Operating/empty-belt context with fines coating; useful for explaining that W10 contains both coarse transit loss and fines/carryback context.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
W10-REF-012,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-012,W10-REF-012.jpg,Photo,D,Direct / Supporting,S,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
CV01-REF-001,Surface - Screening,CV01,CV01-REF-001,CV01-REF-001.jpg,Photo,D,Direct physical damage / source-recorded seized condition,E,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Wet fines/slurry and local roller-condition contributor,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Principal image of severe return-roller surface damage; supports a local maintenance contributor.,"Static photograph proves visible roller damage, not the recorded seized operating state; exact water source is not established by these stills.",ACCEPTED,
CV01-REF-002,Surface - Screening,CV01,CV01-REF-002,CV01-REF-002.jpg,Photo,D,Supporting / Context,A,TOPOLOGY / ORIENTATION; MECHANISM,Wet fines/slurry and local roller-condition contributor,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Supporting evidence for wet fines/slurry and local roller-condition contributor.,"Static photograph proves visible roller damage, not the recorded seized operating state; exact water source is not established by these stills.",ACCEPTED,
CV01-REF-003,Surface - Screening,CV01,CV01-REF-003,CV01-REF-003.jpg,Photo,D,Direct,E,DEFECT / CONDITION; CONSEQUENCE,Wet fines/slurry and local roller-condition contributor,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Principal wet-fines/slurry consequence image with pooled water/slurry.,"Static photograph proves visible roller damage, not the recorded seized operating state; exact water source is not established by these stills.",ACCEPTED,
CV01-REF-004,Surface - Screening,CV01,CV01-REF-004,CV01-REF-004.jpg,Photo,D,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Wet fines/slurry and local roller-condition contributor,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Wider wet-fines/slurry extent and surrounding condition.,"Static photograph proves visible roller damage, not the recorded seized operating state; exact water source is not established by these stills.",PENDING,
CV02-REF-001,Surface - Screening,CV02,CV02-REF-001,CV02-REF-001.jpg,Photo,D,Direct,E,EXTENT / SEVERITY; DEFECT / CONDITION,Local mixed-product loss and return-side accumulation,7. Overall Spillage Picture / 8. Fines Are Being Lost Progressively,Strong overall dry fines and mixed/lump-product spillage below the transfer.,The photographs prove deposits but do not establish a single initiating mechanism for all material.,ACCEPTED,
CV02-REF-002,Surface - Screening,CV02,CV02-REF-002,CV02-REF-002.jpg,Photo,D,Context / Supporting,A,TOPOLOGY / ORIENTATION,Local mixed-product loss and return-side accumulation,7. Overall Spillage Picture / 8. Fines Are Being Lost Progressively,Supporting evidence for local mixed-product loss and return-side accumulation.,The photographs prove deposits but do not establish a single initiating mechanism for all material.,ACCEPTED,
CV02-REF-003,Surface - Screening,CV02,CV02-REF-003,CV02-REF-003.jpg,Photo,D,Direct,E,MECHANISM; DEFECT / CONDITION,Local mixed-product loss and return-side accumulation,7. Overall Spillage Picture / 8. Fines Are Being Lost Progressively,"Return-side/support-area accumulation, useful in the broader fines/carryback story.",The photographs prove deposits but do not establish a single initiating mechanism for all material.,ACCEPTED,
CV02-REF-004,Surface - Screening,CV02,CV02-REF-004,CV02-REF-004.jpg,Photo,D,Context / Supporting,A,TOPOLOGY / ORIENTATION,Local mixed-product loss and return-side accumulation,7. Overall Spillage Picture / 8. Fines Are Being Lost Progressively,Supporting evidence for local mixed-product loss and return-side accumulation.,The photographs prove deposits but do not establish a single initiating mechanism for all material.,ACCEPTED,
CV03-REF-001,Surface - Screening,CV03,CV03-REF-001,CV03-REF-001.jpg,Photo,D,Context only,A,TOPOLOGY / ORIENTATION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Supporting evidence for clean/no-significant-spillage comparator.,Represents the inspected condition only; does not prove CV03 can never spill under other operating states.,ACCEPTED,
CV03-REF-002,Surface - Screening,CV03,CV03-REF-002,CV03-REF-002.jpg,Photo,D,Direct inspected-condition baseline,E,COMPARATOR / CLEAN CONDITION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Preferred clean-condition comparator demonstrating that the audit did not classify every inspected conveyor as a significant spillage location.,Represents the inspected condition only; does not prove CV03 can never spill under other operating states.,ACCEPTED,
CV03-REF-003,Surface - Screening,CV03,CV03-REF-003,CV03-REF-003.jpg,Photo,D,Direct inspected-condition baseline,A,COMPARATOR / CLEAN CONDITION,Clean/no-significant-spillage comparator,7. Overall Spillage Picture / Supporting Comparators,Secondary clean comparator retained for appendix/reference or layout choice.,Represents the inspected condition only; does not prove CV03 can never spill under other operating states.,ACCEPTED,
CV04-REF-001,Surface - Screening,CV04,CV04-REF-001,CV04-REF-001.jpg,Photo,D,Context only,A,TOPOLOGY / ORIENTATION,Wet fines/slurry and widespread accumulation,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Supporting evidence for wet fines/slurry and widespread accumulation.,Photographs verify wet/slurry condition and extent but do not by themselves establish the upstream source of all water/material.,ACCEPTED,
CV04-REF-002,Surface - Screening,CV04,CV04-REF-002,CV04-REF-002.jpg,Photo,D,Direct,E,DEFECT / CONDITION; CONSEQUENCE; OPERATING CONTEXT,Wet fines/slurry and widespread accumulation,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Hero image of saturated wet-fines/slurry with visible wet fallout/droplets.,Photographs verify wet/slurry condition and extent but do not by themselves establish the upstream source of all water/material.,ACCEPTED,
CV04-REF-003,Surface - Screening,CV04,CV04-REF-003,CV04-REF-003.jpg,Photo,D,Context only,A,TOPOLOGY / ORIENTATION,Wet fines/slurry and widespread accumulation,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Supporting evidence for wet fines/slurry and widespread accumulation.,Photographs verify wet/slurry condition and extent but do not by themselves establish the upstream source of all water/material.,ACCEPTED,
CV04-REF-004,Surface - Screening,CV04,CV04-REF-004,CV04-REF-004.jpg,Photo,D,Direct,S,DEFECT / CONDITION,Wet fines/slurry and widespread accumulation,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Close supporting view of heavily saturated fines/slurry.,Photographs verify wet/slurry condition and extent but do not by themselves establish the upstream source of all water/material.,PENDING,
CV04-REF-005,Surface - Screening,CV04,CV04-REF-005,CV04-REF-005.jpg,Photo,D,Direct,E,EXTENT / SEVERITY,Wet fines/slurry and widespread accumulation,8. Fines Are Being Lost Progressively / 17. Water as a Material-Transport Mechanism,Wider evidence of multiple fines piles supporting the extensive/widespread classification.,Photographs verify wet/slurry condition and extent but do not by themselves establish the upstream source of all water/material.,ACCEPTED,
CV06-REF-001,Surface - Screening,CV06,CV06-REF-001,CV06-REF-001.jpg,Photo,A,Context only,S,TOPOLOGY / ORIENTATION,Mechanical/maintenance failure of belt cleaner,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV06,Useful orientation image if needed to place the cleaner defect within the local conveyor/transfer arrangement.,"Images prove the physical condition, not why the bush displaced or why/when blades were lost. Poor housing design remains a working assessment.",PENDING,
CV06-REF-002,Surface - Screening,CV06,CV06-REF-002,CV06-REF-002.jpg,Photo,A,Context only,A,TOPOLOGY / ORIENTATION,Mechanical/maintenance failure of belt cleaner,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV06,Supporting evidence for mechanical/maintenance failure of belt cleaner.,"Images prove the physical condition, not why the bush displaced or why/when blades were lost. Poor housing design remains a working assessment.",ACCEPTED,
CV06-REF-003,Surface - Screening,CV06,CV06-REF-003,CV06-REF-003.jpg,Photo,A,Context / Supporting,S,OPERATING CONTEXT; PROCESS RELATIONSHIP,Mechanical/maintenance failure of belt cleaner,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV06,Loaded-belt operating context supporting the cleaner case study.,"Images prove the physical condition, not why the bush displaced or why/when blades were lost. Poor housing design remains a working assessment.",PENDING,
CV06-REF-004,Surface - Screening,CV06,CV06-REF-004,CV06-REF-004.jpg,Photo,A,Direct,E,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Mechanical/maintenance failure of belt cleaner,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV06,Essential close evidence of the displaced cleaner support bush/insert.,"Images prove the physical condition, not why the bush displaced or why/when blades were lost. Poor housing design remains a working assessment.",ACCEPTED,
CV06-REF-005,Surface - Screening,CV06,CV06-REF-005,CV06-REF-005.jpg,Photo,A,Direct,E,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Mechanical/maintenance failure of belt cleaner,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV06,Essential evidence that scraper blades are absent from the working belt width.,"Images prove the physical condition, not why the bush displaced or why/when blades were lost. Poor housing design remains a working assessment.",ACCEPTED,
CV09-REF-001,Surface - Screening,CV09,CV09-REF-001,CV09-REF-001.jpg,Photo,A,Context only,S,TOPOLOGY / ORIENTATION; REMEDIAL-CONCEPT CONTEXT,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Orientation/context image to establish the local discharge geometry before presenting the cleaner mechanism.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",PENDING,
CV09-REF-002,Surface - Screening,CV09,CV09-REF-002,CV09-REF-002.jpg,Photo,A,Direct,E,CONSEQUENCE; EXTENT / SEVERITY,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Essential wet-fines/slurry consequence image beneath the discharge/cleaner area.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",ACCEPTED,
CV09-REF-003,Surface - Screening,CV09,CV09-REF-003,CV09-REF-003.jpg,Photo,A,Direct,E,MECHANISM; DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Principal still proving cleaner condition and the open/non-contained local arrangement.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",ACCEPTED,
CV09-REF-004,Surface - Screening,CV09,CV09-REF-004,CV09-REF-004.jpg,Photo,A,Supporting,S,EXTENT / SEVERITY; CONSEQUENCE,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Shows contamination extending onto structural steel beyond the immediate cleaner.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",PENDING,
CV09-REF-005,Surface - Screening,CV09,CV09-REF-005,CV09-REF-005.jpg,Photo,A,Supporting,S,EXTENT / SEVERITY; TOPOLOGY / ORIENTATION,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Wider extent/context of deposits below the head/cleaner region.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",PENDING,
CV09-REF-006,Surface - Screening,CV09,CV09-REF-006,Cv09-Ref-006.mp4,Video,A,Direct dynamic,E,MECHANISM; OPERATING CONTEXT; CONSEQUENCE,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Essential dynamic evidence that wet-material fallout was active during operation.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",ACCEPTED,
CV09-REF-007,Surface - Screening,CV09,CV09-REF-007,Cv09-Ref-007.mp4,Video,A,Supporting video,S,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP; OPERATING CONTEXT,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,"Walk-through topology and relationship between cleaner, grating and surrounding structure.","Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",PENDING,
CV09-REF-008,Surface - Screening,CV09,CV09-REF-008,Cv09-Ref-008.mp4,Video,A,Direct / Supporting video,E,MECHANISM; MAINTENANCE / DESIGN DETAIL; OPERATING CONTEXT; REMEDIAL-CONCEPT CONTEXT,Cleaner removes wet carryback but containment of removed material fails,9. Why Belt Cleaning Alone Is Not the Full Control Function - CV09 / 10. Proposed Cleaner Philosophy,Strong dynamic/detail evidence of the contaminated cleaner arrangement and useful geometry for the pilot concept.,"Media proves active fallout and local open arrangement but not final chute-extension dimensions, cleaner type or final pilot design.",ACCEPTED,
CV14-REF-001,Surface - Screening,CV14,CV14-REF-001,CV14-REF-001.jpg,Photo,D,Direct / Supporting,S,EXTENT / SEVERITY; CONSEQUENCE,Trace-to-localised carryback,8. Fines Are Being Lost Progressively / Supporting Assets,Trace-level access-grating deposits supporting the low overall severity classification.,Do not escalate the asset to widespread accumulation based on the local mound.,PENDING,
CV14-REF-002,Surface - Screening,CV14,CV14-REF-002,CV14-REF-002.jpg,Photo,D,Direct,E,MECHANISM; DEFECT / CONDITION,Trace-to-localised carryback,8. Fines Are Being Lost Progressively / Supporting Assets,Principal localised fines/carryback mound below the return-side structure.,Do not escalate the asset to widespread accumulation based on the local mound.,ACCEPTED,
CV15-REF-001,Surface - Screening,CV15,CV15-REF-001,CV15-REF-001.jpg,Photo,D,Supporting / Context,S,TOPOLOGY / ORIENTATION; MECHANISM,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Discharge/underside context linking widespread deposits to the head-region story.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,PENDING,
CV15-REF-002,Surface - Screening,CV15,CV15-REF-002,CV15-REF-002.jpg,Photo,D,Supporting / Context,E,MAINTENANCE / DESIGN DETAIL; MECHANISM,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Closer cleaner/discharge context; supports but does not prove operational cleaner effectiveness.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,ACCEPTED,the changes discussed here are noted in the EVIDENCE_MATRIX_REVIEW_CONTEXT_LOG.md
CV15-REF-003,Surface - Screening,CV15,CV15-REF-003,CV15-REF-003.jpg,Photo,D,Direct context,S,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Essential E-3181 identification/location traceability.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,PENDING,
CV15-REF-004,Surface - Screening,CV15,CV15-REF-004,CV15-REF-004.jpg,Photo,D,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Hero evidence of large fines deposits on grating and cross-bracing.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,ACCEPTED,the changes discussed here are noted in the EVIDENCE_MATRIX_REVIEW_CONTEXT_LOG.md
CV15-REF-005,Surface - Screening,CV15,CV15-REF-005,CV15-REF-005.jpg,Photo,D,Direct / Supporting,S,EXTENT / SEVERITY,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Supporting evidence for distributed fines/carryback around chute e-3181.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,PENDING,
CV15-REF-006,Surface - Screening,CV15,CV15-REF-006,CV15-REF-006.jpg,Photo,D,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Strong evidence that fines contamination is distributed across multiple structural members.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,ACCEPTED,the changes discussed here are noted in the EVIDENCE_MATRIX_REVIEW_CONTEXT_LOG.md
CV15-REF-007,Surface - Screening,CV15,CV15-REF-007,CV15-REF-007.jpg,Photo,D,Direct,S,EXTENT / SEVERITY,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Supporting evidence for distributed fines/carryback around chute e-3181.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,PENDING,
CV15-REF-008,Surface - Screening,CV15,CV15-REF-008,CV15-REF-008.jpg,Photo,D,Direct,E,CONSEQUENCE; DEFECT / CONDITION,Distributed fines/carryback around chute E-3181,8. Fines Are Being Lost Progressively / Supporting System Evidence,Close consequence image of a large dry/dried fines deposit.,Stills mainly show dry/dried fines; wet-fines condition and cleaner effectiveness remain source-recorded inspection observations.,ACCEPTED,the changes discussed here are noted in the EVIDENCE_MATRIX_REVIEW_CONTEXT_LOG.md
Screen-REF-001,Surface - Screening,Screens / Screen Chutes,Screen-REF-001,Screen-REF-001.jpg,Photo,C,Direct corrosion/deterioration,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-002,Surface - Screening,Screens / Screen Chutes,Screen-REF-002,Screen-REF-002.jpg,Photo,C,Direct corrosion/deterioration,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-003,Surface - Screening,Screens / Screen Chutes,Screen-REF-003,Screen-REF-003.jpg,Photo,C,Supporting / Context,E,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Wider orientation image showing the screen/chute installation and adjacent structural zone.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
Screen-REF-004,Surface - Screening,Screens / Screen Chutes,Screen-REF-004,Screen-REF-004.jpg,Photo,C,Direct corrosion/deterioration,E,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Principal close corrosion/deterioration evidence.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
Screen-REF-005,Surface - Screening,Screens / Screen Chutes,Screen-REF-005,Screen-REF-005.jpg,Photo,C,Direct physical damage,S,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-006,Surface - Screening,Screens / Screen Chutes,Screen-REF-006,Screen-REF-006.jpg,Photo,C,Direct physical damage,E,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Essential evidence of multiple support-member cut-outs/notches.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
Screen-REF-007,Surface - Screening,Screens / Screen Chutes,Screen-REF-007,Screen-REF-007.jpg,Photo,C,Direct corrosion/deterioration,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-008,Surface - Screening,Screens / Screen Chutes,Screen-REF-008,Screen-REF-008.jpg,Photo,C,Direct corrosion/deterioration,E,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Broad corrosion/section-deterioration extent image.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
Screen-REF-009,Surface - Screening,Screens / Screen Chutes,Screen-REF-009,Screen-REF-009.jpg,Photo,C,Direct physical damage,S,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-010,Surface - Screening,Screens / Screen Chutes,Screen-REF-010,Screen-REF-010.jpg,Photo,C,Direct physical damage,E,DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Close evidence of a substantial support-member cut-out.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,ACCEPTED,
Screen-REF-011,Surface - Screening,Screens / Screen Chutes,Screen-REF-011,Screen-REF-011.jpg,Photo,C,Direct corrosion/deterioration,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-012,Surface - Screening,Screens / Screen Chutes,Screen-REF-012,Screen-REF-012.jpg,Photo,C,Supporting / Context,S,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
Screen-REF-013,Surface - Screening,Screens / Screen Chutes,Screen-REF-013,Screen-REF-013.jpg,Photo,C,Direct corrosion/deterioration,S,DEFECT / CONDITION; EXTENT / SEVERITY; CONSEQUENCE,Water loss of containment and separate screen-support deterioration,18. Screens - Confirmed Water Escape / Structural Story,Supporting evidence for water loss of containment and separate screen-support deterioration.,Water escape is confirmed but equipment-level cause is unresolved. Physical cut-outs are confirmed; reason for cuts and remaining structural capacity require formal assessment.,PENDING,
